date	title	type_new
	Histórico: la Academia Rafa Nadal estará en Cali; será la primera vez que llegue a América Latina	Deportes
	Inter de Milán ya eligió el reemplazo de Juan Guillermo Cuadrado	Deportes
	Video: revelan imágenes de los últimos momentos del medallista olímpico Kiplagat antes de morir	Deportes
	Frank Fabra desató la furia de los hinchas de Boca Juniors por insólita razón. Esto es lo que pasó	Deportes
	Jhon Jader Durán tiene un pretendiente de lujo: un gigante italiano iría por su fichaje	Deportes
	“Hay que poner a Cali en el plano internacional”: Felipe Montoya, nuevo secretario del Deporte Municipal	Deportes
	Por un año dorado: Estos son los grandes retos del deporte colombiano para este 2024	Deportes
	Sorpresa en Millonarios: Daniel Ruiz realizó un anuncio y los hinchas azules no lo pasaron por alto	Deportes
	César Farías se quedó sin el pan y sin el queso: Universitario de Deportes de Perú confirmó su nuevo técnico	Deportes
	Falcao García estuvo presente en la victoria del Rayo Vallecano sobre Getafe en la LaLiga	Deportes
	Copa Libertadores 2024: los bombos de los colombianos para la competencia	Deportes
	Millonarios hoy: este sería el nuevo refuerzo del equipo; el detalle clave de su contrato	Deportes
	Ingrid Guerra regresa al Deportivo Cali tras su paso por el Atlético Mineiro	Deportes
	América de Cali femenino se quedó sin DT: Gustavo Pineda ya no es más el entrenador de las ‘escarlatas’	Deportes
	No fue por capricho, Jürgen Klopp puso el pecho a las críticas y reveló la razón por la que sacó a Luis Díaz del partido del Liverpool ante Newcastle	Deportes
	Números y estadísticas de Nilson Castrillón, el nuevo jugador de América de Cali	Deportes
	Furor por Luis Díaz: la impresionante jugada del colombiano ante el Newcastle que el Liverpool no dejó pasar	Deportes
	Juegos Olímpicos 2024: Selección Colombia Femenina se prepara para las justas de París	Deportes
	El ‘Bolillo’ Gómez dirigirá nuevo equipo en Colombia; estos son lo detalles de la negociación	Deportes
	América confirmó su quinto refuerzo para 2024; defensa con pasado en el Cali	Deportes
	Luis Díaz se burló de Jürgen Klopp en pleno partido por la ‘pataleta’ del técnico	Deportes
	Impresionante: Así fue el inicio de año de Egan Bernal: siete horas de entrenamiento y más de dos mil metros de ascenso	Deportes
	Revelan lo que estaría retrasando el traspaso de Rafael Santos Borré al Inter de Porto Alegre	Deportes
	Video | Lionel Messi: su hijo, Mateo, es viral por dominio del balón	Deportes
	España: Jenni Hermoso hace declaraciones que podrían sentenciar el ‘Caso Rubiales’	Deportes
	Las brillantes actuaciones de Luis Díaz y del Liverpool movieron sustancialmente la Premier League	Deportes
	Video | Jürgen Klopp perdió su anillo de matrimonio dentro de la cancha; gracioso momento en Anfield	Deportes
	Rafael Nadal tuvo sorpresiva actuación en Brisbane tras casi un año de ausencia	Deportes
	Fútbol y guerra: Palestina y sus durísimas declaraciones de cara a la Copa Asia 2024	Deportes
	Copa América, Olímpicos y Eurocopa: estos son los eventos deportivos más importantes que se disputarán en 2024; conozca las fechas	Deportes
	Video: portero en Escocia tuvo que jugar como delantero y marcó tremendo golazo	Deportes
	Tulio Gómez lanzó una ‘perla’: “Con las piedras que me tiran, haré una estatua”	Deportes
	Franz Beckenbauer: El mundo del fútbol se preocupa por la salud de la ‘leyenda’	Deportes
	Excompañero de Egan Bernal es acusado por la muerte de su esposa; esto se sabe	Deportes
	Una mirada a Brisbane: así le fue a Rafael Nadal en su regreso a los dobles	Deportes
	Bomba: Real Madrid le habría puesto fecha límite a Mbappé para que decida ser ‘merengue’; horas claves en la operación	Deportes
	Juanito Moreno, de ganar la liga con Millonarios a jugar en la B, este es el nuevo equipo del arquero	Deportes
	Carlos Bacca, el mejor jugador del fútbol colombiano, según premio internacional	Deportes
	Reconocido periodista argentino arremetió contra James Rodríguez: “Sigue muy confundido”	Deportes
	La insólita decisión que tomó Karim Benzema tras sufrir numerosas críticas de los aficionados del Al-Ittihad	Deportes
	¿Adrián Ramos seguirá en América? Así sería el último intento de Tulio Gómez por retener al jugador	Deportes
	Sigue el remezón en América de Cali: se confirmó la salida de otro miembro importante del club	Deportes
	Destapan el inconveniente que haría tambalear la llegada de Daniel Bocanegra al América de Cali	Deportes
	Alex Char aprovechó su discurso de posesión para ilusionar a los hinchas del Junior con fichaje estrella	Deportes
	Deportivo Cali anunció la salida de un jugador campeón; fue clave en ‘la 10′	Deportes
	🔴 EN VIVO | Mercado de fichajes en Liga Betplay hoy: siga en directo las altas y bajas en Colombia	Deportes
	Catalina Usme está entre la finalistas al premio ‘Reina de América’; ¿contra quiénes compite?	Deportes
	Carlo Ancelotti renueva con el Real Madrid y dejó viendo un chispero a Brasil	Deportes
	Atlético Nacional busca el regreso de un ídolo: el cuadro verdolaga preguntó por Franco Armani	Deportes
	Colombia estuvo en la mira de la Fifa por medida del Gobierno Petro. ¿Qué pasó?	Deportes
	Nairo Quintana vive a lo grande su regreso a la élite del ciclismo; se gastó una millonada en varios lujos	Deportes
	Luto en el fútbol: murió el exjugador francés François Bracci	Deportes
	Fichaje desde Europa para Atlético Nacional: todo acordado para que sea nuevo jugador verdolaga	Deportes
	Arsenal perdió ante el West Ham y el Liverpool de Luis Díaz se convirtió en el campeón de invierno en Inglaterra	Deportes
	Gustavo Ramírez se olvidó del Deportivo Cali y fue oficializado por su nuevo equipo	Deportes
	Deportivo Pereira quiere romper el mercado de fichajes e iría por un campeón de Liga con el Junior	Deportes
	¿Otra salida en América de Cali? Jorge Soto podría ir al exterior	Deportes
	Agéndese: estas son las fechas para las carreras atléticas que tendrá Colombia durante el 2024	Deportes
	Anuncian primeros equipos que competirán en el Tour Colombia	Deportes
	¿De quién se trata?: Titular de Selección Colombia, en la mira del Napoli	Deportes
	¿Quién es Angie Vega, la nueva entrenadora de Millonarios Femenino?	Deportes
	Millonarios y un triste mensaje de luto de cara al cierre de año	Deportes
	La FIFA elogió a James Rodríguez con emotivo mensaje: “La bendición de Lorenzo que salió bien”	Deportes
	Los clubes colombianos que reemplazarían a los brasileños en la Copa Libertadores por sanción de la FIFA	Deportes
	La promesa del fútbol colombiano que sería compañero de Luis Díaz en el Liverpool	Deportes
	Atención: Mauricio Romero no es más el presidente del América de Cali	Deportes
	Teófilo Gutiérrez aclaró por qué estuvo en la Fiscalía de Ibagué: “Acordamos conciliar”	Deportes
	América de Cali oficializa la llegada de un nuevo defensa central para 2024	Deportes
	Jhon Arias y otros tres ‘cracks’ fueron nominados al premio ‘Rey de América’; durísima competencia para el colombiano	Deportes
	El Tramadol ingresa a la lista de sustancias prohibidas de la Agencia Mundial Antidopaje, ¿cuál es la razón?	Deportes
	Juan Camilo Portilla podría dejar al América de Cali por un club de Argentina, esto es lo que se sabe	Deportes
	Expectativa en Sudamérica: así quedaría la tabla de posiciones de las Eliminatorias Sudamericanas si la Fifa descalifica a Brasil	Deportes
	Nadal volverá al circuito ATP con miras a un posible retiro de las competencias	Deportes
	Junior oficializó a su tercer refuerzo y un goleador se viste de rojiblanco	Deportes
	Le salió competencia a Atlético Nacional por David Ospina: un equipo español podría fichar al arquero de la Selección Colombia	Deportes
	Manchester City venció de visita al Everton y se acerca al liderato de la Premier League	Deportes
	Chelsea logró un agónico triunfo ante el Crystal Palace por Premier League	Deportes
	Linda Caicedo cerró con broche de oro el 2023: la colombiana se metió en el top-5 de las mejores jugadoras de la IFFHS	Deportes
	Perú anunció a su nuevo entrenador para la Copa América y la Eliminatoria Sudamericana, ¿de quién se trata?	Deportes
	Atlético Nacional oficializó su tercer refuerzo: el volante fue campeón con América de Cali	Deportes
	Así se jugará la primera fecha de la Liga BetPlay 2024-l	Deportes
	¿Catalina Usme se despide del América de Cali? Este sería su nuevo equipo	Deportes
	¿De quién se trata? Millonarios se lleva a un exjugador de Atlético Nacional	Deportes
	Novak Djokovic lanza dura advertencia sobre Rafael Nadal y su retorno al circuito	Deportes
	América se desprende de otro de sus jugadores; ¿de quién se trata?	Deportes
	¿Teófilo Gutiérrez en problemas? El jugador fue visto en las instalaciones de la Fiscalía	Deportes
	¿Cuánto vale la bicicleta que usará Egan Bernal en el 2024?	Deportes
	World Tour 2024: estos son los ciclistas colombianos que participarán	Deportes
	¿David Ospina vuelve a Atlético Nacional?; hinchas se ilusionan	Deportes
	Eduardo Méndez reveló el sorpresivo motivo por el que Iago Falque no llegaría a Santa Fe	Deportes
	Daniel Mantilla se volvería a vestir de verde para 2024: “Acuerdo cerrado”, afirman	Deportes
	Luis Díaz dio una asistencia en el triunfo del Liverpool, en la Premier League	Deportes
	Actuación magistral de Cristiano Ronaldo en la goleada del Al-Nassr ante el Al-Ittihad de Benzema	Deportes
	Junior ganó millonaria demanda al Porto por Luis Díaz; esto es lo que recibirá el equipo	Deportes
	América de Cali anunció su tercera contratación para la temporada 2024, ¿de quién se trata?	Deportes
	Atención: Yerson Candelo podría dejar con los crespos hechos a los hinchas del Junior y tomaría otro destino	Deportes
	Preocupación total: Jürgen Klopp reveló importantes detalles de la lesión de Luis Díaz	Deportes
	Un campeón regresa: América de Cali anunció el retorno del arquero Joel Graterol	Deportes
	El portero de Atlético Nacional, Kevin Mier, se van del club y es esperado en el fútbol mexicano	Deportes
	Los dos cracks que están cerca de fichar con el Deportivo Cali, ¿quiénes son?	Deportes
	El piloto Juan Pablo Montoya y su hijo Sebastián, corrieron este fin de semana en una carrera en La Cumbre, Valle	Deportes
	Ratcliffe, multimillonario y dueño de Ineos, se convirtió en uno de los propietarios del Manchester United	Deportes
	Chelsea vuelve a sumar una nueva derrota en la Premier y queda en la cuerda floja su técnico Pochettino	Deportes
	Oficial: el técnico del Inter de Milan confirma fecha de regreso a las canchas de Cuadrado, antes de lo esperado	Deportes
	Este es el listado de jugadores que América de Cali anunciaría entre Navidad y Año Nuevo para la temporada 2024	Deportes
	El Alcalde electo de Barranquilla, Alejandro Char, anunciaría en su posesión los estelares fichajes del Junior	Deportes
	Luis Díaz será evaluado por los médicos del Liverpool, tras salir con un golpe en la rodilla en el juego ante Arsenal	Deportes
	¿Cuáles son la razones por las que se fue Adrián Ramos del América?, esto dice el presidente de los ‘Diablos Rojos’	Deportes
	Lucho Díaz tuvo que abandonar partido contra Arsenal por una lesión en su rodilla, ¿es grave?	Deportes
	¿Indirectazo? El exdefensa del América, Marlon Torres, publicó enigmático mensaje tras la partida de Adrián Ramos	Deportes
	América de Cali anuncia su primer fichaje para la temporada 2024, viene del Pasto, ¿de quién se trata?	Deportes
	Histórico: Rebecca Welch se convierte en la primera mujer en arbitrar un partido de la Premier League	Deportes
	Adrián Ramos recibe ola de mensajes a favor de hinchas, personajes y futbolistas; lamentan su partida del América de Cali	Deportes
	Luis Díaz acaba el año como el futbolista colombiano más costoso del mundo, este es el listado	Deportes
	West Ham United derrota al Manchester United del técnico Ten Hag y agrava su crisis	Deportes
	Jhon Arias acusa al jugador del Manchester City, Grealish, de provocar la pelea entre Walker y Felipe Melo	Deportes
	Iván Mejía arremetió con explosivas declaraciones contra Tulio Gómez por la marcha de Adrián Ramos del América	Deportes
	Liverpool Vs. Arsenal: día, hora, por dónde ver y posibles alineaciones del juego de la Premier League	Deportes
	El colombiano Miguel Borja es campeón con River del Trofeo de Campeones de Argentina, ante Rosario, Campaz fue expulsado	Deportes
	Fuerte pelea en la final del Mundial de Clubes 2023 entre Felipe Melo y Walker	Deportes
	Periodista de El País, Juan Carlos Pamo, fue uno de los ganadores de los Premios Farallones, a lo mejor del deporte caleño	Deportes
	A Adrián Ramos le llueven las ofertas al anunciar que se va del América, ¿a dónde se irá a jugar?, esto se sabe	Deportes
	En tres años en el América, desde su regreso en el 2020, esto fue lo que logró Adrián Ramos con La Mecha	Deportes
	Bombazo: de manera oficial, el delantero Adrián Ramos anuncia que se va del América de Cali	Deportes
	Estos son los cuatro estelares fichajes que prepara para anunciar el Atlético Junior, entre ellos Yimmi Chará	Deportes
	Luis Fernando Muriel es pretendido por uno de los clubes más grandes de Italia para ficharlo en enero	Deportes
	🔴 En Vivo: altas y bajas del Deportivo Cali para la Liga Betplay 2024	Deportes
	Jhon Arias perdió el Mundial de Clubes, pero no pasó en blanco; reconocimiento top para el colombiano	Deportes
	Julián Álvarez y la descrestante marca que ni Lionel Messi ha logrado alcanzar	Deportes
	Video: El error de Marcelo que le dio 1-0 al Manchester City sobre Fluminense en la final del Mundial de Clubes	Deportes
	🔴 En Vivo: altas y bajas del América de Cali para la Liga Betplay 2024	Deportes
	Manchester City, el mejor equipo del mundo: goleó a Fluminense y ganó el Mundial de Clubes	Deportes
	🔴Manchester City vs. Fluminense: los ‘Citizens’ vencieron y son campeones del Mundial de Clubes; repase los mejores momentos	Deportes
	Messi tendrá a su mejor amigo en el Inter de Miami: Luis Suárez arregló su fichaje con el equipo de la MLS	Deportes
	Julián Quiñones le anotó doblete a un ‘gigante’ del fútbol mundial; ¿Lorenzo lo extraña en la Selección Colombia?	Deportes
	Juan Pablo Montoya se vio involucrado en un choque en Bogotá cuando viajaba con su esposa	Deportes
	Deportivo Cali confirmó su ‘octavo elemento’: este es el nuevo delantero del equipo verde	Deportes
	Fluminense vs. Manchester City: Jhon Arias y Yony González quieren entrar a la selecta lista de colombianos que ganaron un Mundial de Clubes	Deportes
	Fluminense vs Manchester City: día, hora y canal para ver la final del Mundial de Clubes	Deportes
	Orgullo colombiano: Luis Díaz, entre los 100 mejores jugadores del mundo, según revista británica	Deportes
	Estas son las fechas confirmadas para la Superliga entre Millonarios y Junior	Deportes
	El futbolista colombiano Jaminton Campaz en unos premios fue elegido el mejor jugador del fútbol argentino	Deportes
	Estos son los rivales de América y Cali en la primera fecha de la Liga BetPlay I 2024	Deportes
	Millonarios anunció su segundo refuerzo para el 2024, el jugador firmó por 3 años	Deportes
	Millonarios anunció la salida de un campeón, ¿de quién se trata?	Deportes
	Alerta: El Presidente de Francia pone en duda la inauguración de los Juegos Olímpicos París 2024	Deportes
	Oficial: Diego Novoa es nuevo jugador de Millonarios	Deportes
	Final Torneo de Campeones de Argentina 2023: hora, día y por donde ver al colombiano que será campeón	Deportes
	Triunfo agónico del Real Madrid para recuperar el liderato de LaLiga	Deportes
	“Veremos si alcanza”: Antonio Casale, decepcionado por los refuerzos de Millonarios	Deportes
	Jugador de la Selección Colombia habría sido ofrecido a un grande de Argentina	Deportes
	Girona no pudo con Betis y cedió el liderato de LaLiga en España	Deportes
	Este es el once ideal de la Liga Betplay, elegido por la Dimayor; Junior y Águilas mandan la parada	Deportes
	La Selección Colombia escaló en el ranking FIFA y finaliza un 2023 de ensueño	Deportes
	Le llueven críticas a Hulk por anunciar que será padre por segunda vez con la sobrina de su exesposa	Deportes
	Vladimir Hernández: la ‘imborrable’ acción que realizó tras quedar campeón con Junior: “no se olvida”	Deportes
	Ellos son los tres defensas que estaría analizando América para el 2024	Deportes
	Dos colombianos de selección fueron elegidos para integrar el equipo ideal del fútbol argentino del 2023	Deportes
	“Que no joda más”: Faustino Asprilla se unió a las críticas a James Rodríguez	Deportes
	‘Este es el partido más importante de mi vida’: Fernando Diniz sobre la final del Mundial de Clubes vs el City	Deportes
	Kevin Castaño a Europa: filtran la millonaria cifra que club pagaría por su fichaje	Deportes
	Las ‘imposiciones’ de Pep Guardiola para la final del Mundial de Clubes; sorpresivas declaraciones	Deportes
	Estos son los nominados a los Premios Farallones 2023	Deportes
	¿Yerson Candelo llegaría a un ‘grande’ del FPC para jugar Copa Libertadores?	Deportes
	Insólito: la burla de la Uefa a la Superliga, tras el masivo rechazo a la nueva competencia	Deportes
	Estas son las reacciones de las diferentes ligas y clubes tras el fallo a favor de la Superliga	Deportes
	Las dos vueltas que correrá Nairo Quintana con el Movistar Team en el 2024	Deportes
	¿Cómo se jugaría la Superliga, el nuevo proyecto que causa polémica en el fútbol europeo y mundial?	Deportes
	¿Se acaba la Champions? Justicia europea abre vía a La Superliga, una nueva competición de fútbol de máximo nivel en Europa	Deportes
	James Rodríguez, criticado por su desempeño en Sao Paulo, se dedica ahora a jugar golf	Deportes
	A un año de la consagración, revelan inédito video de Scaloni insultando a Messi y a sus jugadores en la final del mundial	Deportes
	Ni Bacca ni Dayro ni Macalister: un portero fue escogido como el mejor futbolista del año en la Liga Betplay	Deportes
	Independiente Santa Fe busca reforzarse con un argentino, ¿de quién se trata?	Deportes
	Estas son las estrellas nacionales que jugarían el Preolímpico 2024, con paso por la Selección Colombia de mayores	Deportes
	Deportivo Cali le apunta a todo en 2024 y anunció sus dos nuevos refuerzos	Deportes
	Feria de Cali 2023: esta es la programación deportiva que tendrá para este final de año	Deportes
	Una promesa paraguaya pone en peligro a James Rodríguez: este es el nuevo fichaje de Sao Paulo	Deportes
	Copa Libertadores 2024: Prográmese, estos son los días y las horas en los que se estrenarán los clubes colombianos	Deportes
	Inoxidable; este es el equipo donde jugará Dayro Moreno en el 2024	Deportes
	Confirmado el día y hora en la que debutará el América de Cali en la Copa Sudamericana 2024	Deportes
	Con victorias de Bayern Múnich y Leverkusen terminó la jornada 16 de la Bundesliga	Deportes
	El Inter, líder de la Liga italiana y bicampeón de la Copa de Italia, fue eliminado por el Bolonia del colombiano Lucumí	Deportes
	Liverpool goleó sin piedad al West Ham y avanzó en la Copa de la Liga; Luis Díaz jugó 12′ minutos	Deportes
	Angustiosa victoria del Barcelona en LaLiga de España, que le pone fin a tres juegos en línea sin triunfar	Deportes
	PSG derrotó al Metz y terminó el 2023 como líder de la Ligue 1	Deportes
	De ganar la Copa Libertadores con Nacional a jugar la Kings League de Gerard Piqué	Deportes
	¿Cuándo y contra qué equipo debuta Lionel Messi y el Inter Miami en la MLS 2024?	Deportes
	Atención: exfutbolista argentino finalista en el Mundial 2014 fue herido en fiesta familiar, ¿cuál es su estado?	Deportes
	Juan Guillermo Cuadrado fue operado con éxito y estará unos cuatro meses fuera de las canchas	Deportes
	Eduardo Luis criticó fuertemente a la Conmebol por el formato de la Sudamericana; esto dijo el narrador	Deportes
	Un nuevo comienzo para Independiente Medellín: el subcampeón de Colombia anunció salidas y refuerzos	Deportes
	A Luis Díaz le quitaron ‘importante puesto’ dentro del Liverpool: jugador le hace competencia	Deportes
	Técnico protagonista en la Liga BetPlay podría llegar al fútbol del exterior; equipo campeón le sigue los pasos	Deportes
	Óscar Rentería ‘destrozó’ el ‘proceso Gamero’ en Millonarios: “¿A eso llaman exitoso?”	Deportes
	¿Fin de la novela? Revelan la fecha del juicio de Dani Alves y las duras peticiones de la Fiscalía	Deportes
	¿Iago Falque se vestirá de rojo en 2024? Esto se sabe	Deportes
	Real Madrid tomó radical decisión sobre Linda Caicedo y sorprendió a todos previo al partido ante París F.C.	Deportes
	Insólito: presidente de un club de Turquía le ordenó a su equipo abandonar la cancha tras polémica arbitral	Deportes
	Atención: exjugador del Deportivo Cali y campeón con Boyacá Chicó, es el nuevo técnico del equipo de Tunja	Deportes
	Todo un ‘platal’: esto es lo que pagará Millonarios por su nuevo defensor extranjero	Deportes
	Es oficial, Neymar se perderá la Copa América 2024 por la lesión en su rodilla	Deportes
	Este es el emotivo mensaje que publicó Cuadrado, tras sufrir una lesión que lo dejará sin jugar esta temporada	Deportes
	Juan Moreno deja en el pasado a Millonarios y estaría cerca de fichar por un nuevo equipo	Deportes
	Estos son los atractivos precios de los abonos del Deportivo Cali para la temporada 2024 de la Liga Betplay	Deportes
	Champions League: estos son los favoritos para pasar a los cuartos de final	Deportes
	Millonarios y su primer refuerzo: el ‘embajador’ llegó a un acuerdo con un delantero argentino	Deportes
	“No se trata solo de jugar bien”: referente de Sao Paulo lanzó ‘sablazo’ para James Rodríguez	Deportes
	Sorpresa en Italia: Napoli cayó goleado ante Frosinone y se despidió de la Copa	Deportes
	Griezmann, ante el Getafe, igualó a Luis Aragonés como máximos goleadores en la historia del Atlético de Madrid	Deportes
	Por primera vez en Cali, se despedirá el año con una carrera atlética al estilo San Silvestre, el 31 de diciembre	Deportes
	Vuelta España 2024: horarios, recorridos y todo lo que debe saber	Deportes
	Estas son las tres bajas que tendrá Manchester City ante Fluminense en el Mundial de Clubes	Deportes
	Sorpresa: una de las principales figuras del mundo renuncia a jugar la Eurocopa 2024, ¿de quién se trata?	Deportes
	Ídolo de Sao Paulo se ‘despacha’ contra James Rodríguez: “Para mí es un problema”	Deportes
	Deportivo Cali anuncia su ‘quinto elemento’: Juan Manuel Valencia es nuevo jugador Verdiblanco	Deportes
	Sebastián Villa destapó la razón por la que no ha jugado en Europa	Deportes
	Esposa de Juan Manuel Battaglia, ídolo del América de Cali, confirma su delicado estado de salud, será operado	Deportes
	¿Jeison Murillo reforzaría al Cali en 2024?	Deportes
	Manchester City, contundente, venció al Urawa Reds y clasificó a la final del Mundial de Clubes 2023	Deportes
	Luis Enrique le hizo frente a los rumores y habló de cómo es su relación con Kylian Mbappé en el PSG	Deportes
	Se sacaron los ‘trapitos al sol’: Arturo Reyes y Faustino Asprilla tuvieron fuerte disputa	Deportes
	Atentos: así quedó el ranking de clubes de Sudamérica, previo al sorteo de la Copa Libertadores	Deportes
	Sorteo Copa Libertadores 2024: conozca los rivales de los equipos colombianos y los cruces de las fases previas	Deportes
	Así quedó el sorteo de la Copa Sudamericana 2024; este es el destino de América de Cali	Deportes
	Daniel Torres no seguiría en el Medellín y ya habría aceptado la propuesta de un histórico del FPC	Deportes
	La situación de Linda Caicedo que tiene impactados a todos en el Real Madrid	Deportes
	El ciclista Pogacar anuncia que en el 2024 irá por un récord de hace más de 20 años con el Tour y Giro en la mira	Deportes
	“Si salimos campeones de la Copa América, me tatúo la cara de Lorenzo”: la arriesgada apuesta de Eduardo Luis	Deportes
	Oficial: el Deportivo Cali confirma que Jaime de la Pava seguirá siendo el técnico del equipo	Deportes
	Riquelme, electo presidente de Boca, quiere a cuatro colombianos para el equipo, entre ellos James Rodríguez	Deportes
	¿Cuándo y dónde ver el sorteo de la Copa Libertadores 2024?	Deportes
	Alcalde electo de Cartagena anuncia fichaje de lujo del Real Cartagena, para el Torneo de la B, ¿de quién se trata?	Deportes
	Fredy Hinestroza sale de Junior y analiza sus ofertas: América de Cali lo tiene en carpeta	Deportes
	Dura sanción al Manchester City previo al debut en las semifinales del Mundial de Clubes	Deportes
	Ante el Urawa japonés, Manchester City buscará ratificar su favoritismo de finalista en el Mundial de Clubes	Deportes
	¿Quién es Santiago Giordana, el jugador argentino que podría llegar a Millonarios?	Deportes
	Histórico: el argentino Lionel Messi jugará con el Inter Miami ante el club de su infancia, Newell’s Old Boys	Deportes
	Atención: Jaime de la Pava continuará en el Deportivo Cali, así se decidió este lunes en reunión de directivos	Deportes
	Sigue imparable; un sorprendente Girona derrotó al Alavés y recuperó el liderato de LaLiga	Deportes
	Los rivales de los colombianos en los playoffs de la Europa League	Deportes
	Video: Luis Fernando Muriel anotó un golazo en la goleada del Atalanta sobre Salernitana	Deportes
	Esta es la primera carrera en la que competirá Nairo Quintana en el 2024	Deportes
	Atención: Battaglia, ídolo del América de Cali, se encuentra hospitalizado en Paraguay. Esto es lo que se sabe	Deportes
	Sorteo Champions League: cruces de octavos, partidos y rivales de Real Madrid, Barça, Atlético y Real Sociedad	Deportes
	“Me abrieron las puertas y tuve un recibimiento grandioso”: Alexander Mejía no pudo ocultar su alegría por llegar al Deportivo Cali	Deportes
	Tras reunión de directivos, en la tarde de lunes se conocerá si De la Pava sigue como director técnico del Deportivo Cali	Deportes
	Fluminense, con Jhon Arias como protagonista, logró el paso a la final del Mundial de Clubes	Deportes
	Vea el gol de Jhon Arias en las semifinales del Mundial de Clubes con el Fluminense	Deportes
	Deportivo Cali ya tendría listo el reemplazo de Jaime de la Pava para 2024; ¿de quién se trata?	Deportes
	Selección Colombia teme por la que sería su primera baja para la Copa América 2024	Deportes
	“Tenemos que ganar todos los partidos 5-0″: ‘Pep’ Guardiola, sincero, previo al Mundial de Clubes	Deportes
	¿Cuándo es el próximo partido de la Selección Colombia?	Deportes
	Este lunes los equipos europeos conocerán sus rivales de los octavos en la Champions	Deportes
	Conozca a los ganadores de la carrera internacional Río Cali	Deportes
	En videos: Violentas peleas entre hinchas de Colombia antes del partido ante México	Deportes
	Con emotiva película, argentinos celebran primer aniversario de la obtención de la Copa del Mundo de Qatar 2022	Deportes
	“Siempre me ha gustado verlo jugar”: Ronaldinho no ahorró elogios para James Rodríguez	Deportes
	Jaminton Campaz cumplió promesa tras salir campeón con Rosario Central, ¿de qué trata?	Deportes
	“Un 17 salí campeón con Millonarios”: Miguel Ángel Russo recordó al cuadro embajador en su titulo con Rosario Central	Deportes
	Director de Ferrari dice que pronto decidirá sobre el futuro de Sainz y Leclerc en la escudería	Deportes
	“Muy feliz por cerrar de esta manera el año”: Néstor Lorenzo tras el triunfo de la Selección Colombia sobre México	Deportes
	Jaminton Campaz salió campeón de la Copa de la Liga argentina con el Rosario Central de Miguel Ángel Russo	Deportes
	Protagonistas 2023: los más destacados en el mundo del deporte en la presente temporada	Deportes
	Triunfazo: la Selección Colombia le remontó a México sobre el final y mantuvo el invicto en el cierre del 2023	Deportes
	🔴 México vs. Colombia: reviva el minuto a minuto del último partido del año para tricolor	Deportes
	La Liga II-2023, en varias jugadas: este fue el balance de lo bueno, lo malo y lo feo de un nuevo semestre del fútbol colombiano	Deportes
	Barcelona y Atlético de Madrid tropiezan en la Liga de España y pierden posibilidades de acercarse a los líderes	Deportes
	Video: Óscar Cortés marcó su primer gol en Europa, en la victoria del Lens sobre el Reims	Deportes
	El Sevilla destituye a su entrenador por la eliminación de la Champions League y caer goleado este sábado en la Liga de España	Deportes
	Este domingo se realiza una nueva edición de la Carrera Río Cali, una de las más tradicionales de la capital vallecaucana	Deportes
	Manchester City volvió a dejar escapar puntos en la Premier League, en una jornada que tuvo momentos dramáticos	Deportes
	Borussia Dortmund no pudo contra el Augsburgo y se aleja de las posiciones de privilegio en la Bundesliga	Deportes
	Michael Schumacher: este es el estado actual del múltiple campeón de la Fórmula 1	Deportes
	Drama en la Premier League: Tom Lockyer, jugador del Luton, se desplomó en el juego ante Bournemouth; el partido se suspendió	Deportes
	Esta será la posible alineación de Colombia vs México; Ospina podría volver a disputar minutos con la selección	Deportes
	Salida de Carlos Darwin Quintero del América de Cali confirmaría la relación rota que tenía con Lucas González	Deportes
	Un campeón con América de Cali sería nuevo refuerzo de Atlético Nacional, ¿de quién se trata?	Deportes
	Colombia vs México: Hora y canal para ver el último partido de la Selección en este 2023	Deportes
	Manchester United, a recuperarse de la eliminación de Champions ante el Liverpool de Díaz, en el clásico inglés	Deportes
	¿Cuándo y dónde ver el sorteo en vivo del fixture de la Liga BetPlay 2024?	Deportes
	Llega seguridad al mediocampo: Alexander Mejía es nuevo jugador del Deportivo Cali	Deportes
	Messi ya no jugará la US Open Cup de 2024, la MLS tomó importante decisión respecto al torneo	Deportes
	Histórico: Rebecca Welch se convertirá en la primera mujer en pitar un partido de Premier League	Deportes
	Sin Falcao en cancha, el Rayo Vallecano volvió a perder y se aleja de las competencias europeas	Deportes
	Sorprendido: así reaccionó Falcao García al ser preguntado por la canción ‘Viva Colombia, viva Falcao’	Deportes
	Así fue el golazo de Rafael Santos Borré en el empate entre el Werder Bremen frente al Mönchengladbach	Deportes
	Tottenham Hotspur derrotó al Nottingham Forest en el inicio de la jornada 17 de la Premier League	Deportes
	Ranking FIFA: Selección Colombia Femenina perdió un puesto, España la mejor de todas	Deportes
	Google anunció que Cristiano Ronaldo es el deportista más buscado en sus 25 años de historia	Deportes
	La Selección Colombia se mide este sábado contra México en duelo amistoso: espera terminar invicta este 2023	Deportes
	Millonarios busca fichar a un jugador con pasado en Deportivo Cali, ¿de quién se trata?	Deportes
	“Queremos ganar algo”: Néstor Lorenzo habló sobre los objetivos que tiene con la Selección Colombia	Deportes
	Juventus no pudo ante el Génova y desperdició la oportunidad de ser líder de la Serie A	Deportes
	La locura por Messi llega a Japón; el Inter Miami jugará un amistoso en el país asiático	Deportes
	Gustavo Costas fue oficializado como nuevo técnico de Racing de Argentina	Deportes
